devicename	Time	iOSApp State	iC3 Zone	Interval	Travel Time	Distance	Text
richards_iphone	10:05:15a	Stationary	Stationary	30 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch, State-stationary, Trigger-Bkgnd Fetch, LastLoc-9:25:39, Zone-richards_iphone_stationary, HomeDist-532.73km, inZone-True, GPS-(51.517883, -0.124289/35m), StateThisPoll-stationary, StateLastPoll-stationary
richards_iphone	10:30:00a	Stationary	Stationary	30 min	-	331 mi	iOSApp Monitor > Trigger-Bkgnd Fetch@9:25:39 (1h4m21s ago), State-richards_iphone_stationary@9:33:24 (56m36s ago), GPS-(51.517883, -0.124289/35m), LastiC3UpdtTime-10:05:10, WillUpdate-True, State Change-richards_iphone_stationary
richards_iphone	10:35:10a	Stationary	Stationary	30 min	-	331 mi	Discarded > Requesting iOSApp Location #9 > LastLocTime-9:25:39 (1.2 hrs ago), LastRequested-9:55:40 (39.5 min ago), OldLocThreshold-1.5 min, GPS-(51.517883, -0.124399), NextUpdt-11:05:15, OldLocPoorGpsCnt-#0, DiscardCnt-#52
richards_iphone	10:35:10a	Stationary	Stationary	30 min	-	331 mi	Requesting iOSApp Location #9 > LastLocTime-9:25:39 (1.2 hrs ago), LastRequested-9:55:40 (39.5 min ago)
richards_iphone	10:35:10a	Stationary	Stationary	30 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-stationary, Trigger-Bkgnd Fetch, LastLoc-9:25:39, Zone-richards_iphone_stationary, HomeDist-532.73km, inZone-True, GPS-(51.517883, -0.124289/35m), StateThisPoll-stationary, StateLastPoll-stationary
richards_iphone	10:35:15a	Stationary	Stationary	30 min	-	331 mi	iOSApp Monitor > Trigger-Bkgnd Fetch@9:25:39 (1h9m36s ago), State-richards_iphone_stationary@9:33:24 (1h1m51s ago), GPS-(51.517883, -0.124289/35m), LastiC3UpdtTime-10:35:10, WillUpdate-True, State Change-richards_iphone_stationary
richards_iphone	10:35:15a	Stationary	Stationary	30 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch, State-stationary, Trigger-Bkgnd Fetch, LastLoc-9:25:39, Zone-richards_iphone_stationary, HomeDist-532.73km, inZone-True, GPS-(51.517883, -0.124289/35m), StateThisPoll-stationary, StateLastPoll-stationary
richards_iphone	11:00:00a	Stationary	Stationary	30 min	-	331 mi	iOSApp Monitor > Trigger-Bkgnd Fetch@9:25:39 (1h34m21s ago), State-richards_iphone_stationary@9:33:24 (1h26m36s ago), GPS-(51.517883, -0.124289/35m), LastiC3UpdtTime-10:35:10, WillUpdate-True, State Change-richards_iphone_stationary
richards_iphone	11:03:50a	Stationary	Stationary	30 min	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (3s ago), State-not_home@11:03:46 (4s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-10:35:10, WillUpdate-True, State Change-not_home
richards_iphone	11:03:50a	Stationary	Stationary	30 min	-	331 mi	Reset Stationary Zone Location > richards_iphone_stationary, Moved to Base Location-(55.96416, -3.156424), DistFromHome-1.0km
richards_iphone	11:03:50a	Away	Stationary	30 min	-	331 mi	iOSApp State Change detected > stationary to not_home
richards_iphone	11:03:50a	Away	Stationary	30 min	-	331 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Region Exit, State-not_home, Trigger-Region Exited, LastLoc-11:03:47, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968/35m), StateThisPoll-not_home, StateLastPoll-stationary
richards_iphone	11:03:50a	Away	Stationary	30 min	-	331 mi	iOS App update started (Region Exit)
richards_iphone	11:03:50a	Away	Stationary	30 min	-	331 mi	Selected Zone > Away > Gym-536.0km/r45, MumDad-530.66km/r45, ProjectStrengthFitness-530.23km/r45, Work-532.68km/r45, Home-532.76km/r100, Stationary-533.68km/r1
richards_iphone	11:03:56a	Away	Away	30 min	-	331 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	11:03:56a	Away	Away	30 min	-	331 mi	Stat Zone > Reset Timer, MovedOverLimit-True, ResetTimer-True, Moved-210m, Timer-00:00:00,  to 11:11:50
richards_iphone	11:03:56a	Away	Away	30 min	-	331 mi	Distance Data > DirOfTrav-left_zone, LastDirOfTrav-in_zone, DistFmZone-532km, LastDistFmZone-331km, DistFmZoneMoved-201km, DistFmLastPollMoved-210m
richards_iphone	11:03:56a	Away	Away	3 min	-	331 mi	Results: From-Home > CurrZone-Away, GPS-(51.516968, -0.126968/35m), Interval-3 min (2-ExitZone,7-iosAppTrigger), Dist-331 mi, NextUpdt-11:06:45, LocationTime-11:03:46 (9 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-11:11:50 (0m)
richards_iphone	11:03:56a	Away	Away	3 min	-	331 mi	IOS App update complete
richards_iphone	11:04:00a	Away	Away	3 min	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (13s ago), State-not_home@11:03:46 (14s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:03:50, WillUpdate-False, Already Processed
richards_iphone	11:04:00a	Away	Away	3 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@11:03:46, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:03:56, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968/35m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:06:40a	Away	Away	3 min	-	331 mi	Requesting iOSApp Location #0 > LastLocTime-11:03:46 (2.9 min ago)
richards_iphone	11:06:40a	Away	Away	3 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:03:56, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968/35m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:06:45a	Away	Away	30 sec	-	331 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-11:03:46 (3 min ago), LastRequested-11:06:40 (5 sec ago), OldLocThreshold-1 min, GPS-(51.516968, -0.126968), NextUpdt-11:07:15, OldLocPoorGpsCnt-#0, DiscardCnt-#53
richards_iphone	11:06:45a	Away	Away	30 sec	-	331 mi	Requesting iOSApp Location #1 > LastLocTime-11:03:46 (3 min ago), LastRequested-11:06:40 (5 sec ago)
richards_iphone	11:06:50a	Away	Away	30 sec	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (3m3s ago), State-not_home@11:03:46 (3m4s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:06:45, WillUpdate-False, Already Processed
richards_iphone	11:06:50a	Away	Away	30 sec	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@11:03:46, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:06:45, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:07:11a	Away	Away	30 sec	-	331 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-11:03:46 (3.4 min ago), LastRequested-11:06:40 (30 sec ago), OldLocThreshold-1 min, GPS-(51.516968, -0.126968), NextUpdt-11:07:45, OldLocPoorGpsCnt-#0, DiscardCnt-#54
richards_iphone	11:07:11a	Away	Away	30 sec	-	331 mi	Requesting iOSApp Location #2 > LastLocTime-11:03:46 (3.4 min ago), LastRequested-11:06:40 (30 sec ago)
richards_iphone	11:07:11a	Away	Away	30 sec	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:06:45, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:07:15a	Away	Away	30 sec	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (3m28s ago), State-not_home@11:03:46 (3m29s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:07:10, WillUpdate-False, Already Processed
richards_iphone	11:07:15a	Away	Away	30 sec	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@11:03:46, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:07:10, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:07:41a	Away	Away	30 sec	-	331 mi	Discarded > Requesting iOSApp Location #3 > LastLocTime-11:03:46 (3.9 min ago), LastRequested-11:06:40 (1 min ago), OldLocThreshold-1 min, GPS-(51.516968, -0.126968), NextUpdt-11:08:15, OldLocPoorGpsCnt-#0, DiscardCnt-#55
richards_iphone	11:07:41a	Away	Away	30 sec	-	331 mi	Requesting iOSApp Location #3 > LastLocTime-11:03:46 (3.9 min ago), LastRequested-11:06:40 (1 min ago)
richards_iphone	11:07:41a	Away	Away	30 sec	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:07:10, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:07:45a	Away	Away	30 sec	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (3m58s ago), State-not_home@11:03:46 (3m59s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:07:40, WillUpdate-False, Already Processed
richards_iphone	11:07:45a	Away	Away	30 sec	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@11:03:46, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:07:40, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:08:10a	Away	Away	2 min	-	331 mi	Discarded > Requesting iOSApp Location #4 > LastLocTime-11:03:46 (4.4 min ago), LastRequested-11:06:40 (1.5 min ago), OldLocThreshold-1 min, GPS-(51.516968, -0.126968), NextUpdt-11:10:15, OldLocPoorGpsCnt-#0, DiscardCnt-#56
richards_iphone	11:08:10a	Away	Away	2 min	-	331 mi	Requesting iOSApp Location #4 > LastLocTime-11:03:46 (4.4 min ago), LastRequested-11:06:40 (1.5 min ago)
richards_iphone	11:08:10a	Away	Away	2 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:07:40, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:08:15a	Away	Away	2 min	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (4m28s ago), State-not_home@11:03:46 (4m29s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:08:10, WillUpdate-False, Already Processed
richards_iphone	11:08:15a	Away	Away	2 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@11:03:46, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:08:10, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:10:11a	Away	Away	2 min	-	331 mi	Discarded > Requesting iOSApp Location #5 > LastLocTime-11:03:46 (6.4 min ago), LastRequested-11:06:40 (3.5 min ago), OldLocThreshold-1 min, GPS-(51.516968, -0.126968), NextUpdt-11:12:15, OldLocPoorGpsCnt-#0, DiscardCnt-#57
richards_iphone	11:10:11a	Away	Away	2 min	-	331 mi	Requesting iOSApp Location #5 > LastLocTime-11:03:46 (6.4 min ago), LastRequested-11:06:40 (3.5 min ago)
richards_iphone	11:10:11a	Away	Away	2 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:08:10, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:10:15a	Away	Away	2 min	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (6m28s ago), State-not_home@11:03:46 (6m29s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:10:10, WillUpdate-False, Already Processed
richards_iphone	11:10:15a	Away	Away	2 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@11:03:46, State-not_home, Trigger-Region Exited@11:03:46, LastLoc-11:10:10, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:11:50a	Away	Away	2 min	-	331 mi	Move into Stationary Zone Timer reached > richards_iphone, Expired-11:11:50
richards_iphone	11:11:50a	Away	Away	2 min	-	331 mi	Old Location or Poor GPS (#1) > LocTime-11:10:10 (1.7 min ago), GPS-(51.516968, -0.126968), OldLocThreshold-1 min
richards_iphone	11:11:50a	Away	Away	2 min	-	331 mi	Device Monitor > UpdateMethod-ICLOUD, UpdateReason-OldLoc PoorGPS, State-not_home, Trigger-MoveIntoStatZone, LastLoc-11:10:10, Zone-not_home, HomeDist-532.76km, inZone-False, GPS-(51.516968, -0.126968), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:11:50a	Away	Away	2 min	-	331 mi	iOS App update started (OldLoc PoorGPS)
richards_iphone	11:11:50a	Away	Away	2 min	-	331 mi	Selected Zone > Away > Gym-536.0km/r45, MumDad-530.66km/r45, ProjectStrengthFitness-530.23km/r45, Work-532.68km/r45, Home-532.76km/r100, Stationary-533.68km/r1
richards_iphone	11:11:56a	Away	Away	2 min	-	331 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	11:11:56a	Away	Away	2 min	-	331 mi	Stat Zone Movement > TotalMoved-0m, Timer-11:11:50, TimerLeft- 0.0 secs, TimerExpired-TrueUnderMoveLimit-True, DistFmZone-532km
richards_iphone	11:11:56a	Away	Away	2 min	-	331 mi	Distance Data > DirOfTrav-stationary, LastDirOfTrav-left_zone, DistFmZone-532km, LastDistFmZone-331km, DistFmZoneMoved-201km, DistFmLastPollMoved-0m
richards_iphone	11:11:56a	Away	Away	2 min	-	331 mi	Moving Into Stationary Zone > richards_iphone_stationary, GPS-(51.516968, -0.126968), DistFromHome-532.76km, StationarySince-11:03:50 (8.1 min ago)
richards_iphone	11:11:56a	Away	Stationary	30 min	-	331 mi	Results: From-Home > CurrZone-Stationary, GPS-(51.516968, -0.126968), Interval-30 min (3->150km,5-Stationary), Dist-331 mi, NextUpdt-11:41:45, LocationTime-11:10:10 (1.8 min ago), OldLocThreshold-1.5 min
richards_iphone	11:11:57a	Away	Stationary	30 min	-	331 mi	IOS App update complete
richards_iphone	11:12:00a	Away	Stationary	30 min	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (8m13s ago), State-not_home@11:03:46 (8m14s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:11:50, WillUpdate-False, Already Processed
richards_iphone	11:12:00a	Away	Stationary	30 min	-	331 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-MoveIntoStatZone@11:10:10, State-stationary, Trigger-MoveIntoStatZone@11:10:10, LastLoc-11:11:56, Zone-richards_iphone_stationary, HomeDist-532.76km, inZone-True, GPS-(51.516968, -0.126968), StateThisPoll-stationary, StateLastPoll-stationary
richards_iphone	11:30:00a	Away	Stationary	30 min	-	331 mi	iOSApp Monitor > Trigger-Region Exited@11:03:47 (26m13s ago), State-not_home@11:03:46 (26m14s ago), GPS-(51.516968, -0.126968/35m), LastiC3UpdtTime-11:11:50, WillUpdate-False, Already Processed
richards_iphone	11:40:55a	Away	Stationary	30 min	-	331 mi	iOSApp Monitor > Trigger-Sig Loc Change@11:40:54 (1s ago), State-not_home@11:40:54 (1s ago), GPS-(51.518555, -0.184239/52.3311376m), LastiC3UpdtTime-11:11:50, WillUpdate-True, Trigger Change-Sig Loc Change
richards_iphone	11:40:55a	Away	Stationary	30 min	-	331 mi	iOSApp State Change detected > stationary to not_home
richards_iphone	11:40:55a	Away	Stationary	30 min	-	331 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Sig Loc Change, State-not_home, Trigger-Sig Loc Change, LastLoc-11:40:54, Zone-not_home, HomeDist-531.2km, inZone-False, GPS-(51.518555, -0.184239/52.3311376m), StateThisPoll-not_home, StateLastPoll-stationary
richards_iphone	11:40:55a	Away	Stationary	30 min	-	331 mi	iOS App update started (Sig Loc Change)
richards_iphone	11:40:55a	Away	Stationary	30 min	-	331 mi	Reset Stationary Zone Location > richards_iphone_stationary, Moved to Base Location-(55.96416, -3.156424), DistFromHome-1.0km
richards_iphone	11:40:55a	Away	Stationary	30 min	-	331 mi	Selected Zone > Away > Gym-534.44km/r45, MumDad-529.09km/r45, ProjectStrengthFitness-528.66km/r45, Work-531.11km/r45, Home-531.2km/r100, Stationary-3.98km/r100
richards_iphone	11:41:01a	Away	Away	30 min	-	331 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	11:41:01a	Away	Away	30 min	-	331 mi	Stat Zone > Reset Timer, MovedOverLimit-True, ResetTimer-True, Moved-3.98km, Timer-00:00:00,  to 11:48:55
richards_iphone	11:41:01a	Away	Away	30 min	-	331 mi	Distance Data > DirOfTrav-left_zone, LastDirOfTrav-in_zone, DistFmZone-531km, LastDistFmZone-331km, DistFmZoneMoved-200km, DistFmLastPollMoved-3.98km
richards_iphone	11:41:01a	Away	Away	3 min	-	33	Results: From-Home > CurrZone-Away, GPS-(51.518555, -0.184239/52.3311376m), Interval-3 min (2-ExitZone,7-iosAppTrigger), Dist-330 mi, NextUpdt-11:44:00, LocationTime-11:40:54 (8 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-11:48:55 (0m)
richards_iphone	11:41:02a	Away	Away	3 min	-	33	IOS App update complete
richards_iphone	11:41:05a	Away	Away	3 min	-	33	iOSApp Monitor > Trigger-Sig Loc Change@11:40:54 (11s ago), State-not_home@11:40:54 (11s ago), GPS-(51.518555, -0.184239/52.3311376m), LastiC3UpdtTime-11:40:55, WillUpdate-False, Already Processed
richards_iphone	11:41:05a	Away	Away	3 min	-	33	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@11:40:54, State-not_home, Trigger-Sig Loc Change@11:40:54, LastLoc-11:41:01, Zone-not_home, HomeDist-531.2km, inZone-False, GPS-(51.518555, -0.184239/52.3311376m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:43:55a	Away	Away	3 min	-	33	Requesting iOSApp Location #0 > LastLocTime-11:40:54 (3 min ago)
richards_iphone	11:43:55a	Away	Away	3 min	-	33	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@11:40:54, LastLoc-11:41:01, Zone-not_home, HomeDist-531.2km, inZone-False, GPS-(51.518555, -0.184239/52.3311376m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:44:00a	Away	Away	30 sec	-	33	Discarded > Requesting iOSApp Location #1 > LastLocTime-11:40:54 (3.1 min ago), LastRequested-11:43:55 (5 sec ago), OldLocThreshold-1 min, GPS-(51.518555, -0.184239), NextUpdt-11:44:30, OldLocPoorGpsCnt-#0, DiscardCnt-#58
richards_iphone	11:44:00a	Away	Away	30 sec	-	33	Requesting iOSApp Location #1 > LastLocTime-11:40:54 (3.1 min ago), LastRequested-11:43:55 (5 sec ago)
richards_iphone	11:44:05a	Away	Away	30 sec	-	33	iOSApp Monitor > Trigger-Sig Loc Change@11:40:54 (3m11s ago), State-not_home@11:40:54 (3m11s ago), GPS-(51.518555, -0.184239/52.3311376m), LastiC3UpdtTime-11:44:00, WillUpdate-False, Already Processed
richards_iphone	11:44:05a	Away	Away	30 sec	-	33	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Sig Loc Change@11:40:54, State-not_home, Trigger-Sig Loc Change@11:40:54, LastLoc-11:44:00, Zone-not_home, HomeDist-531.2km, inZone-False, GPS-(51.518555, -0.184239), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	11:44:25a	Away	Away	30 sec	-	33	Discarded > Requesting iOSApp Location #2 > LastLocTime-11:40:54 (3.5 min ago), LastRequested-11:43:55 (30 sec ago), OldLocThreshold-1 min, GPS-(51.518555, -0.184239), NextUpdt-11:45:00, OldLocPoorGpsCnt-#0, DiscardCnt-#59
richards_iphone	11:44:25a	Away	Away	30 sec	-	33	Requesting iOSApp Location #2 > LastLocTime-11:40:54 (3.5 min ago), LastRequested-11:43:55 (30 sec ago)
richards_iphone	11:44:25a	Away	Away	30 sec	-	33	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Sig Loc Change@11:40:54, LastLoc-11:44:00, Zone-not_home, HomeDist-531.2km, inZone-False, GPS-(51.518555, -0.184239), StateThisPoll-not_home, StateLastPoll-not_home
